,synid,class_name
20467,n12770892,marblewood
20468,n12771085,marblewood
20469,n12771192,persimmon
20470,n12771390,Japanese persimmon
20471,n12771597,American persimmon
20472,n12771890,date plum
20473,n12772753,buckthorn
20474,n12772908,southern buckthorn
20475,n12773142,false buckthorn
20476,n12773651,star apple
20477,n12773917,satinleaf
20478,n12774299,balata
20479,n12774641,sapodilla
20480,n12775070,gutta-percha tree
20481,n12775393,gutta-percha tree
20482,n12775717,canistel
20483,n12775919,marmalade tree
20484,n12776558,sweetleaf
20485,n12776774,Asiatic sweetleaf
20486,n12777436,styrax
20487,n12777680,snowbell
20488,n12777778,Japanese snowbell
20489,n12777892,Texas snowbell
20490,n12778398,silver-bell tree
20491,n12778605,carnivorous plant
20492,n12779603,pitcher plant
20493,n12779851,common pitcher plant
20494,n12780325,hooded pitcher plant
20495,n12780563,huntsman's horn
20496,n12781940,tropical pitcher plant
20497,n12782530,sundew
20498,n12782915,Venus's flytrap
20499,n12783316,waterwheel plant
20500,n12783730,Drosophyllum lusitanicum
20501,n12784371,roridula
20502,n12784889,Australian pitcher plant
20503,n12785724,sedum
20504,n12785889,stonecrop
20505,n12786273,rose-root
20506,n12786464,orpine
20507,n12786836,pinwheel
20508,n12787364,Christmas bush
20509,n12788854,hortensia
20510,n12789054,fall-blooming hydrangea
20511,n12789554,carpenteria
20512,n12789977,decumary
20513,n12790430,deutzia
20514,n12791064,philadelphus
20515,n12791329,mock orange
20516,n12793015,saxifrage
20517,n12793284,yellow mountain saxifrage
20518,n12793494,meadow saxifrage
20519,n12793695,mossy saxifrage
20520,n12793886,western saxifrage
20521,n12794135,purple saxifrage
20522,n12794367,star saxifrage
20523,n12794568,strawberry geranium
20524,n12794985,astilbe
20525,n12795209,false goatsbeard
20526,n12795352,dwarf astilbe
20527,n12795555,spirea
20528,n12796022,bergenia
20529,n12796385,coast boykinia
20530,n12796849,golden saxifrage
20531,n12797368,umbrella plant
20532,n12797860,bridal wreath
20533,n12798284,alumroot
20534,n12798910,coralbells
20535,n12799269,leatherleaf saxifrage
20536,n12799776,woodland star
20537,n12800049,prairie star
20538,n12800586,miterwort
20539,n12801072,five-point bishop's cap
20540,n12801520,parnassia
20541,n12801781,bog star
20542,n12801966,fringed grass of Parnassus
20543,n12803226,false alumroot
20544,n12803754,foamflower
20545,n12803958,false miterwort
20546,n12804352,pickaback plant
20547,n12805146,currant
20548,n12805561,black currant
20549,n12805762,white currant
20550,n12806015,gooseberry
20551,n12806732,plane tree
20552,n12807251,London plane
20553,n12807409,American sycamore
20554,n12807624,oriental plane
20555,n12807773,California sycamore
20556,n12808007,Arizona sycamore
20557,n12809868,Greek valerian
20558,n12810007,northern Jacob's ladder
20559,n12810151,skunkweed
20560,n12810595,phlox
20561,n12811027,moss pink
20562,n12811713,evening-snow
20563,n12812235,acanthus
20564,n12812478,bear's breech
20565,n12812801,caricature plant
20566,n12813189,black-eyed Susan
20567,n12814643,catalpa
20568,n12814857,Catalpa bignioides
20569,n12814960,Catalpa speciosa
20570,n12815198,desert willow
20571,n12815668,calabash
20572,n12815838,calabash
20573,n12816508,borage
20574,n12816942,common amsinckia
20575,n12817464,anchusa
20576,n12817694,bugloss
20577,n12817855,cape forget-me-not
20578,n12818004,cape forget-me-not
20579,n12818346,Spanish elm
20580,n12818601,princewood
20581,n12818966,Chinese forget-me-not
20582,n12819141,hound's-tongue
20583,n12819354,hound's-tongue
20584,n12819728,blueweed
20585,n12820113,beggar's lice
20586,n12820669,gromwell
20587,n12820853,puccoon
20588,n12821505,Virginia bluebell
20589,n12821895,garden forget-me-not
20590,n12822115,forget-me-not
20591,n12822466,false gromwell
20592,n12822769,comfrey
20593,n12822955,common comfrey
20594,n12823717,convolvulus
20595,n12823859,bindweed
20596,n12824053,field bindweed
20597,n12824289,scammony
20598,n12824735,silverweed
20599,n12825497,dodder
20600,n12826143,dichondra
20601,n12827270,cypress vine
20602,n12827537,moonflower
20603,n12827907,wild potato vine
20604,n12828220,red morning-glory
20605,n12828379,man-of-the-earth
20606,n12828520,scammony
20607,n12828791,Japanese morning glory
20608,n12828977,imperial Japanese morning glory
20609,n12829582,gesneriad
20610,n12829975,gesneria
20611,n12830222,achimenes
20612,n12830568,aeschynanthus
20613,n12831141,lace-flower vine
20614,n12831535,columnea
20615,n12831932,episcia
20616,n12832315,gloxinia
20617,n12832538,Canterbury bell
20618,n12832822,kohleria
20619,n12833149,African violet
20620,n12833985,streptocarpus
20621,n12834190,Cape primrose
20622,n12834798,waterleaf
20623,n12834938,Virginia waterleaf
20624,n12835331,yellow bells
20625,n12835766,yerba santa
20626,n12836212,nemophila
20627,n12836337,baby blue-eyes
20628,n12836508,five-spot
20629,n12836862,scorpionweed
20630,n12837052,California bluebell
20631,n12837259,California bluebell
20632,n12837466,fiddleneck
20633,n12837803,fiesta flower
20634,n12839574,basil thyme
20635,n12839979,giant hyssop
20636,n12840168,yellow giant hyssop
20637,n12840362,anise hyssop
20638,n12840502,Mexican hyssop
20639,n12840749,bugle
20640,n12841007,creeping bugle
20641,n12841193,erect bugle
20642,n12841354,pyramid bugle
20643,n12842302,wood mint
20644,n12842519,hairy wood mint
20645,n12842642,downy wood mint
20646,n12842887,calamint
20647,n12843144,common calamint
20648,n12843316,large-flowered calamint
20649,n12843557,lesser calamint
20650,n12843970,wild basil
20651,n12844409,horse balm
20652,n12844939,coleus
20653,n12845187,country borage
20654,n12845413,painted nettle
20655,n12845908,Apalachicola rosemary
20656,n12846335,dragonhead
20657,n12846690,elsholtzia
20658,n12847008,hemp nettle
20659,n12847374,ground ivy
20660,n12847927,pennyroyal
20661,n12848499,hyssop
20662,n12849061,dead nettle
20663,n12849279,white dead nettle
20664,n12849416,henbit
20665,n12849952,English lavender
20666,n12850168,French lavender
20667,n12850336,spike lavender
20668,n12850906,dagga
20669,n12851094,lion's-ear
20670,n12851469,motherwort
20671,n12851860,pitcher sage
20672,n12852234,bugleweed
20673,n12852428,water horehound
20674,n12852570,gipsywort
20675,n12853080,origanum
20676,n12853287,oregano
20677,n12853482,sweet marjoram
20678,n12854048,horehound
20679,n12854193,common horehound
20680,n12854600,lemon balm
20681,n12855365,corn mint
20682,n12855494,water-mint
20683,n12855710,bergamot mint
20684,n12855886,horsemint
20685,n12856091,peppermint
20686,n12856287,spearmint
20687,n12856479,apple mint
20688,n12856680,pennyroyal
20689,n12857204,yerba buena
20690,n12857779,molucca balm
20691,n12858150,monarda
20692,n12858397,bee balm
20693,n12858618,horsemint
20694,n12858871,bee balm
20695,n12858987,lemon mint
20696,n12859153,plains lemon monarda
20697,n12859272,basil balm
20698,n12859679,mustang mint
20699,n12859986,catmint
20700,n12860365,basil
20701,n12860978,beefsteak plant
20702,n12861345,phlomis
20703,n12861541,Jerusalem sage
20704,n12861892,physostegia
20705,n12862512,plectranthus
20706,n12862828,patchouli
20707,n12863234,self-heal
20708,n12863624,mountain mint
20709,n12864160,rosemary
20710,n12865037,clary sage
20711,n12865562,purple sage
20712,n12865708,cancerweed
20713,n12865824,common sage
20714,n12866002,meadow clary
20715,n12866162,clary
20716,n12866333,pitcher sage
20717,n12866459,Mexican mint
20718,n12866635,wild sage
20719,n12866968,savory
20720,n12867184,summer savory
20721,n12867449,winter savory
20722,n12867826,skullcap
20723,n12868019,blue pimpernel
20724,n12868880,hedge nettle
20725,n12869061,hedge nettle
20726,n12869478,germander
20727,n12869668,American germander
20728,n12870048,cat thyme
20729,n12870225,wood sage
20730,n12870535,thyme
20731,n12870682,common thyme
20732,n12870891,wild thyme
20733,n12871272,blue curls
20734,n12871696,turpentine camphor weed
20735,n12871859,bastard pennyroyal
20736,n12872458,bladderwort
20737,n12872914,butterwort
20738,n12873341,genlisea
20739,n12873984,martynia
20740,n12875269,common unicorn plant
20741,n12875697,sand devil's claw
20742,n12875861,sweet unicorn plant
20743,n12876899,figwort
20744,n12877244,snapdragon
20745,n12877493,white snapdragon
20746,n12877637,yellow twining snapdragon
20747,n12877838,Mediterranean snapdragon
20748,n12878169,kitten-tails
20749,n12878325,Alpine besseya
20750,n12878784,false foxglove
20751,n12879068,false foxglove
20752,n12879527,calceolaria
20753,n12879963,Indian paintbrush
20754,n12880244,desert paintbrush
20755,n12880462,giant red paintbrush
20756,n12880638,great plains paintbrush
20757,n12880799,sulfur paintbrush
20758,n12881105,shellflower
20759,n12881913,maiden blue-eyed Mary
20760,n12882158,blue-eyed Mary
20761,n12882779,foxglove
20762,n12882945,common foxglove
20763,n12883265,yellow foxglove
20764,n12883628,gerardia
20765,n12884100,blue toadflax
20766,n12884260,toadflax
20767,n12885045,golden-beard penstemon
20768,n12885265,scarlet bugler
20769,n12885510,red shrubby penstemon
20770,n12885754,Platte River penstemon
20771,n12886185,hot-rock penstemon
20772,n12886402,Jones' penstemon
20773,n12886600,shrubby penstemon
20774,n12886831,narrow-leaf penstemon
20775,n12887293,balloon flower
20776,n12887532,Parry's penstemon
20777,n12887713,rock penstemon
20778,n12888016,Rydberg's penstemon
20779,n12888234,cascade penstemon
20780,n12888457,Whipple's penstemon
20781,n12889219,moth mullein
20782,n12889412,white mullein
20783,n12889579,purple mullein
20784,n12889713,common mullein
20785,n12890265,veronica
20786,n12890490,field speedwell
20787,n12890685,brooklime
20788,n12890928,corn speedwell
20789,n12891093,brooklime
20790,n12891305,germander speedwell
20791,n12891469,water speedwell
20792,n12891643,common speedwell
20793,n12891824,purslane speedwell
20794,n12892013,thyme-leaved speedwell
20795,n12893463,nightshade
20796,n12893993,horse nettle
20797,n12895298,African holly
20798,n12895811,potato vine
20799,n12896615,garden huckleberry
20800,n12897118,naranjilla
20801,n12897788,potato vine
20802,n12897999,potato tree
20803,n12898342,belladonna
20804,n12898774,bush violet
20805,n12899166,lady-of-the-night
20806,n12899537,angel's trumpet
20807,n12899752,angel's trumpet
20808,n12899971,red angel's trumpet
20809,n12900783,cone pepper
20810,n12901724,bird pepper
20811,n12902466,day jessamine
20812,n12902662,night jasmine
20813,n12903014,tree tomato
20814,n12903367,thorn apple
20815,n12903503,jimsonweed
20816,n12903964,pichi
20817,n12904314,henbane
20818,n12904562,Egyptian henbane
20819,n12904938,matrimony vine
20820,n12905135,common matrimony vine
20821,n12905412,Christmasberry
20822,n12906214,plum tomato
20823,n12906498,mandrake
20824,n12906771,mandrake root
20825,n12907057,apple of Peru
20826,n12907671,flowering tobacco
20827,n12907857,common tobacco
20828,n12908093,wild tobacco
20829,n12908645,cupflower
20830,n12908854,whitecup
20831,n12909421,petunia
20832,n12909614,large white petunia
20833,n12909759,violet-flowered petunia
20834,n12909917,hybrid petunia
20835,n12911079,cape gooseberry
20836,n12911264,strawberry tomato
20837,n12911440,tomatillo
20838,n12911673,tomatillo
20839,n12911914,yellow henbane
20840,n12912274,cock's eggs
20841,n12912670,salpiglossis
20842,n12912801,painted tongue
20843,n12913144,butterfly flower
20844,n12913524,Scopolia carniolica
20845,n12913791,chalice vine
20846,n12914923,verbena
20847,n12915140,lantana
20848,n12915568,black mangrove
20849,n12915811,white mangrove
20850,n12916179,black mangrove
20851,n12916511,teak
20852,n12917901,spurge
20853,n12918609,sun spurge
20854,n12918810,petty spurge
20855,n12918991,medusa's head
20856,n12919195,wild spurge
20857,n12919403,snow-on-the-mountain
20858,n12919646,cypress spurge
20859,n12919847,leafy spurge
20860,n12920043,hairy spurge
20861,n12920204,poinsettia
20862,n12920521,Japanese poinsettia
20863,n12920719,fire-on-the-mountain
20864,n12920955,wood spurge
20865,n12921315,dwarf spurge
20866,n12921499,scarlet plume
20867,n12921660,naboom
20868,n12921868,crown of thorns
20869,n12922119,toothed spurge
20870,n12922458,three-seeded mercury
20871,n12922763,croton
20872,n12923108,cascarilla
20873,n12923257,cascarilla bark
20874,n12924623,castor-oil plant
20875,n12925179,spurge nettle
20876,n12925583,physic nut
20877,n12926039,Para rubber tree
20878,n12926480,cassava
20879,n12926689,bitter cassava
20880,n12927013,cassava
20881,n12927194,sweet cassava
20882,n12927494,candlenut
20883,n12927758,tung tree
20884,n12928071,slipper spurge
20885,n12928307,candelilla
20886,n12928491,Jewbush
20887,n12928819,jumping bean
20888,n12929403,camellia
20889,n12929600,japonica
20890,n12930778,umbellifer
20891,n12930951,wild parsley
20892,n12931231,fool's parsley
20893,n12931542,dill
20894,n12931906,angelica
20895,n12932173,garden angelica
20896,n12932365,wild angelica
20897,n12932706,chervil
20898,n12932966,cow parsley
20899,n12933274,wild celery
20900,n12934036,astrantia
20901,n12934174,greater masterwort
20902,n12934479,caraway
20903,n12934685,whorled caraway
20904,n12934985,water hemlock
20905,n12935166,spotted cowbane
20906,n12935609,hemlock
20907,n12936155,earthnut
20908,n12936826,cumin
20909,n12937130,wild carrot
20910,n12938081,eryngo
20911,n12938193,sea holly
20912,n12938445,button snakeroot
20913,n12938667,rattlesnake master
20914,n12939104,fennel
20915,n12939282,common fennel
20916,n12939479,Florence fennel
20917,n12939874,cow parsnip
20918,n12940226,lovage
20919,n12940609,sweet cicely
20920,n12941220,water fennel
20921,n12941536,parsnip
20922,n12941717,cultivated parsnip
20923,n12942025,wild parsnip
20924,n12942395,parsley
20925,n12942572,Italian parsley
20926,n12942729,Hamburg parsley
20927,n12943049,anise
20928,n12943443,sanicle
20929,n12943912,purple sanicle
20930,n12944095,European sanicle
20931,n12945177,water parsnip
20932,n12945366,greater water parsnip
20933,n12945549,skirret
20934,n12946849,dogwood
20935,n12947313,common white dogwood
20936,n12947544,red osier
20937,n12947756,silky dogwood
20938,n12947895,silky cornel
20939,n12948053,common European dogwood
20940,n12948251,bunchberry
20941,n12948495,cornelian cherry
20942,n12949160,puka
20943,n12949361,kapuka
20944,n12950126,valerian
20945,n12950314,common valerian
20946,n12950796,common corn salad
20947,n12951146,red valerian
20948,n12951835,filmy fern
20949,n12952165,bristle fern
20950,n12952469,hare's-foot bristle fern
20951,n12952590,Killarney fern
20952,n12952717,kidney fern
20953,n12953206,flowering fern
20954,n12953484,royal fern
20955,n12953712,interrupted fern
20956,n12954353,crape fern
20957,n12954799,crepe fern
20958,n12955414,curly grass
20959,n12955840,pine fern
20960,n12956170,climbing fern
20961,n12956367,creeping fern
20962,n12956588,climbing maidenhair
20963,n12956922,scented fern
20964,n12957608,clover fern
20965,n12957803,nardoo
20966,n12957924,water clover
20967,n12958261,pillwort
20968,n12958615,regnellidium
20969,n12959074,floating-moss
20970,n12959538,mosquito fern
20971,n12960378,adder's tongue
20972,n12960552,ribbon fern
20973,n12960863,grape fern
20974,n12961242,daisyleaf grape fern
20975,n12961393,leathery grape fern
20976,n12961536,rattlesnake fern
20977,n12961879,flowering fern
20978,n12963628,powdery mildew
20979,n12964920,Dutch elm fungus
20980,n12965626,ergot
20981,n12965951,rye ergot
20982,n12966804,black root rot fungus
20983,n12966945,dead-man's-fingers
20984,n12968136,sclerotinia
20985,n12968309,brown cup
20986,n12969131,earthball
20987,n12969425,Scleroderma citrinum
20988,n12969670,Scleroderma flavidium
20989,n12969927,Scleroderma bovista
20990,n12970193,Podaxaceae
20991,n12970293,stalked puffball
20992,n12970733,stalked puffball
20993,n12971400,false truffle
20994,n12971804,Rhizopogon idahoensis
20995,n12972136,Truncocolumella citrina
20996,n12973443,mucor
20997,n12973791,rhizopus
20998,n12973937,bread mold
20999,n12974987,slime mold
21000,n12975804,true slime mold
21001,n12976198,cellular slime mold
21002,n12976554,dictostylium
21003,n12978076,pond-scum parasite
21004,n12979316,potato wart fungus
21005,n12979829,white fungus
21006,n12980080,water mold
21007,n12980840,downy mildew
21008,n12981086,blue mold fungus
21009,n12981301,onion mildew
21010,n12981443,tobacco mildew
21011,n12981954,white rust
21012,n12982468,pythium
21013,n12982590,damping off fungus
21014,n12982915,Phytophthora citrophthora
21015,n12983048,Phytophthora infestans
21016,n12983654,clubroot fungus
21017,n12983873,Geglossaceae
21018,n12983961,Sarcosomataceae
21019,n12984267,Rufous rubber cup
21020,n12984489,devil's cigar
21021,n12984595,devil's urn
21022,n12985420,truffle
21023,n12985773,club fungus
21024,n12985857,coral fungus
21025,n12986227,tooth fungus
21026,n12987056,lichen
21027,n12987423,ascolichen
21028,n12987535,basidiolichen
21029,n12988158,lecanora
21030,n12988341,manna lichen
